,product,Name,Stars,Title,Date,Verification,Description
57,"SOFTSPUN Microfiber Cleaning Cloths, 4pcs 40x40cms 340GSM Multi-Colour! Highly Absorbent Lint and Streak Free Multi -Purpose Wash Cloth for Kitchen Window Stainless Steel Silverware.",Darren DSouza,5.0,"Eco-friendly, Not harmful, Repells mosquitoes, more!",21 December 2023,Verified Purchase,"These incense by Phool, are a great choice for your home and even if you want to gift someone. The packaging is really elegant, their brand also helps socially. Coming to the product, yes it repelled misquoted. One cone that burns for a few minutes, repelled misquotes for even the whole night. The pack of 2 box is also value for money. The smoke is not harmful or doesn't cause the annoying feeling. The cones burn well, leaving only the dust and no leftovers. Much recommended for your home or giving as a gift."
58,"SOFTSPUN Microfiber Cleaning Cloths, 4pcs 40x40cms 340GSM Multi-Colour! Highly Absorbent Lint and Streak Free Multi -Purpose Wash Cloth for Kitchen Window Stainless Steel Silverware.",Sunil Nayak,4.0,Smells good,29 March 2024,Verified Purchase,"But the eucalyptus cones, makes eyes burn. Don't know exactly by the smell or by smoke ... Hate eucalyptus one.. but the other was very good ."
59,"SOFTSPUN Microfiber Cleaning Cloths, 4pcs 40x40cms 340GSM Multi-Colour! Highly Absorbent Lint and Streak Free Multi -Purpose Wash Cloth for Kitchen Window Stainless Steel Silverware.",Ayushi,4.0,Good,28 March 2024,Verified Purchase,i like the product and its fragnance also good
60,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Trishatiwari,5.0,Nice watch,25 February 2024,Verified Purchase,This is very nice watch its look so good my daughter loved so much. Thank you amazon😊
61,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),RAHEMATH ALI,4.0,Good watch,29 March 2024,Verified Purchase,It's working good watch once it was stop I replce the cell now it's working
62,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Deepika kumari,5.0,Excellent gift for kids,23 March 2024,Verified Purchase,Must have for kids. Completely satisfied thanx amazon thanks Spiky😍
63,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Sam,3.0,Analogue is not working...only light is working...,18 August 2023,Verified Purchase,Analogue is not working... neither a place to open to add or remove battery ... If timing is not only working then what's the purpose of watch
64,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Https://www.amazon.in/review/review-your-purches,5.0,Verry nyce,2 April 2024,Verified Purchase,Verry nyce
65,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Rins,1.0,Worst product,3 April 2024,Verified Purchase,Not working waste of money please do not buy this item
66,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),JITENDRA SHARMA,5.0,It's LED light is most attractive also radium band is most likely to my daughter,8 February 2024,Verified Purchase,Very impressive and nice watch for child for occasional gift 🎁
67,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Divya,4.0,Good,26 March 2024,Verified Purchase,Good
68,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),GAUTAM KUMAR GUPTA,4.0,Nice,19 February 2024,Verified Purchase,Nice
69,INDIGENOUS HONEY Raw Organic Honey NMR Tested NPOP Organic Certified Pure Natural Unprocessed Original Honey - 530 g Glass Jar (Pack of 1),Very poor quality,5.0,Nice wach,26 March 2024,Verified Purchase,Nice ⌚️ my daughters love it
70,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Anjan patel,5.0,Fantastic Car Air Freshener,21 February 2024,Verified Purchase,"After testing Evair Hanging Car Air Freshener in various driving conditions, we were impressed by its performance. The fragrance was noticeable but not overpowering, creating a pleasant ambiance within the car. Whether stuck in traffic or embarking on a road trip, the scent remained consistent, providing a refreshing experience throughout the journey.In terms of value, Evair Hanging Car Air Freshener offers an excellent return on investment. Its affordable price point, coupled with its long-lasting fragrance and durable construction, make it a worthwhile addition to any vehicle."
71,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Amazon Customer,4.0,Good car freshner,24 February 2024,Verified Purchase,Give good aroma and feel like value for money.  Smell is quite good and no too intense as other car freshners
72,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Harsh Jani,5.0,Black Amber Car Freshener,4 March 2024,Verified Purchase,Black Amber car perfume is a fresh & aquatic smell.. Which gives you a burst of energy.. Good for car atmosphere will feeling calm & relaxed..
73,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",shivang,1.0,Not recommended,17 March 2024,Verified Purchase,"What’s they claim and what the actual quality is has lots of difference..Total wastage of money, pathetic product.Other competitive brands are more good in comparison."
74,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Indranil Bose,3.0,The scent is good but product is flimsy,3 March 2024,Verified Purchase,"The scent is nice. It spreads all throughout the car. The product is flimsy. The cap started cracking after first use. The whole hangs and swings too much and causes distraction. Even if you tighten it, it doesn't stay that way for long. The more it swings the more loose it gets. Not sustainable."
75,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Mitesh patel,5.0,value for money.,1 March 2024,Verified Purchase,First time I have ordered this perfume.The fragrance of this perfume is superb and it lasts more than 9 hours so it is long lasting also. Bottle looks good.The best part is its super affordable.value for money.one of my favourite perfume for sure
76,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Aravind,2.0,Less effective and short time lasting effect,1 April 2024,Verified Purchase,Product is short lived for its effectiveness. The fragrance is not lasting for a few days. Needs improvement and attention
77,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Subhabrata Sarkar,5.0,Authentic smell,1 April 2024,Verified Purchase,"Cool product, smells really fresh and nice"
78,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",jagdish I A,4.0,Good product,13 March 2024,Verified Purchase,Smell for peace of mind
79,"Vooki Ecofriendly Tough Lime Scale Hard Water Stain Remover, Spray and Scrub Cleaner for Bathroom,Taps, Faucet, Basins, Showers & Floor Tiles Cleaner- 500 ml (Pack of 2)",Good 👍,4.0,Good product,5 March 2024,Verified Purchase,Good product
80,PEE BUDDY Disposable Toilet Seat Covers - 20 Sheets | No Direct Contact with Unhygienic Seats | Easy To Dispose | Nature Friendly | Must Have for Women and Men,Gaurav Kulshrestha,5.0,most comfortable and best ever insoles,12 February 2024,Verified Purchase,"as a police inspector, being into field job, i have to be on feet all day along with my heavy boots, My foot started paining slowly slowly, So one of my friends recommended and i purchased, after using 5 days all i can say is that these insoles are most comfortable insoles i have ever wear, totally worth buying, these give my foot so relaxe, and add exra layer of comfort so that i can wear my boots all day. Now there is no pain in my foot, i am feeling pretty much easier weather in walking or running, overall a decent purchase i have done."
81,PEE BUDDY Disposable Toilet Seat Covers - 20 Sheets | No Direct Contact with Unhygienic Seats | Easy To Dispose | Nature Friendly | Must Have for Women and Men,Sarabjit,4.0,"Overall a good/smart insole with decent Cusion, but be careful while cutting...",24 June 2022,Verified Purchase,"I was excited to see this, since its a very smart product, since its not pure silicone, rather a combination of silicone and insole material. The product quality and look and feel is really good. It looks exactly as its shown in the images. Further it feels premium and not cheap.Once added to the shoes, you feet will feel sturdy and nicely tucked and cushioned, hence you feel comfortable and confident while walking/runningHowever, I would wan't to warn you to be careful while cutting the sole, here's the reason why :I ordered this for my Badminton shoes, and while playing Badminton there are times when there is lot of pressure on the shoes and at certain angles.My feet size is 10, and I ordered the large one which has range from 9-12, so the moment I opened the package, I cut it to the size of 10, and that's the mistake I did. Even though it looked as if it fitted inside the shoe properly. However, while playing, I realized the front side a gap is getting created and my feet started feeling the same. Thankfully I had kept the cut pieces, so next day, I added the cut pieces back somehow to fill the gap, and now its much better.Hence my suggestion is, do not cut the sole to match the number given, instead, first start by cutting lesser and try adding and see how it fits the show and try to walk or jog, and then again cut a little to adjust. Also, do not cut from the sides at all, since that is the area which could match your shoe as it is and you actually don't need to cutThanks!"
82,PEE BUDDY Disposable Toilet Seat Covers - 20 Sheets | No Direct Contact with Unhygienic Seats | Easy To Dispose | Nature Friendly | Must Have for Women and Men,9610020020,1.0,"Disappointing Purchase, No Cloud-Like Comfort Here",10 August 2023,Verified Purchase,"I recently purchased Frido insole that claimed to offer ""cloud-like comfort,"" but unfortunately, it turned out to be nothing more than a clever marketing ploy. I had high hopes for this product, as the promise of walking on clouds sounded like a dream come true for my tired feet. However, reality fell far short of these expectations.Upon receiving the insoles and inserting them into my shoes, I immediately noticed that the comfort level was nowhere near what was advertised. Instead of experiencing a cushioned and supportive sensation, I found the insoles to be rather stiff and lacking in adequate padding. It felt more like walking on a thin layer of foam rather than the promised cloud-like experience.Furthermore, as I went about my daily activities, I didn't notice any significant reduction in foot fatigue or discomfort. In fact, after extended periods of wearing these insoles, I found my feet to be even more achy and sore than usual. This was a major letdown, considering I had invested in these with the hope of alleviating my foot pain. All in all, I regret this purchase and feel that I was misled by the marketing claims. The insoles did not live up to their promise of providing cloud-like comfort, and I am left feeling like I wasted my hard-earned money on a product that failed to deliver. I would caution others against falling for this marketing gimmick and recommend exploring alternative options for achieving genuine foot comfort."
